463,395,1500016
608,243,1500016
497,1250,1500016
740,362,1500016
376,353,1500026
757,1054,1500026
564,573,1500026
585,670,1500026
457,988,1500037
392,86,1500037
337,460,1500037
533,1133,1500037
24,972,1500047
497,1250,1500057
415,695,1500057
528,393,1500057
533,1133,1500057
425,82,1500057
426,80,1500067
696,142,1500067
590,666,1500078
461,509,1500078
98,1175,1500088
389,810,1500088
396,60,1500088
590,663,1500088
794,1114,1500088
114,126,1500098
479,54,1500098
595,673,1500098
2,480,1500119
392,86,1500119
670,115,1500119
389,810,1500129
414,1279,1500139
614,136,1500139
797,1129,1500149
484,1137,1500149
780,238,1500160
262,235,1500170
448,58,1500170
717,1059,1500170
771,87,1500170
606,366,1500170
305,351,1500170
584,664,1500180
496,1136,1500180
797,1129,1500190
490,104,1500190
767,1064,1500190
535,232,1500200
594,682,1500200
496,1136,1500200
758,363,1500211
780,238,1500211
337,460,1500211
490,104,1500211
497,1250,1500211
594,682,1500211
755,52,1500221
782,968,1500221
123,138,1500221
374,484,1500221
385,1196,1500221
472,1278,1500221
535,232,1500221
780,238,1500231
760,447,1500231
192,655,1500252
448,58,1500252
463,395,1500252
417,53,1500252
583,20,1500262
784,1104,1500272
192,655,1500272
388,388,1500272
784,1104,1500293
117,394,1500293
388,388,1500303
780,14,1500303
776,240,1500303
545,390,1500313
617,902,1500313
771,1254,1500313
117,394,1500313
445,52,1500313
525,961,1500323
618,698,1500323
514,989,1500323
282,406,1500334
491,719,1500334
240,278,1500344
749,1221,1500344
695,895,1500344
738,240,1500344
19,907,1500354
236,484,1500354
160,184,1500354
94,1181,1500354
196,589,1500354
388,388,1500354
609,9,1500364
630,1176,1500364
695,895,1500364
282,406,1500364
494,51,1500375
587,661,1500375
416,94,1500375
230,498,1500375
348,1215,1500385
198,1270,1500395
734,142,1500395
470,1015,1500395
409,128,1500395
416,94,1500395
198,1270,1500405
348,1215,1500405
666,241,1500416
239,273,1500426
400,1248,1500426
474,391,1500426
587,664,1500426
261,300,1500426
400,83,1500426
419,1278,1500436
470,1015,1500436
68,1160,1500436
239,273,1500436
579,124,1500436
595,679,1500446
400,1248,1500446
440,191,1500456
177,1095,1500456
451,51,1500456
766,1048,1500467
512,599,1500467
595,679,1500467
427,191,1500467
68,1160,1500467
440,191,1500467
177,1095,1500477
334,379,1500477
428,991,1500477
581,666,1500487
783,156,1500487
595,670,1500497
345,326,1500497
664,1146,1500508
574,867,1500508
430,388,1500508
250,383,1500518
653,871,1500518
462,386,1500528
11,653,1500538
507,51,1500538
653,871,1500538
138,1021,1500549
389,1196,1500549
86,813,1500549
599,681,1500549
472,395,1500559
528,1073,1500559
565,431,1500559
451,705,1500559
491,989,1500559
588,661,1500559
177,572,1500569
454,53,1500569
112,503,1500569
34,888,1500579
547,83,1500579
86,813,1500579
599,681,1500579
112,503,1500579
222,1010,1500590
598,686,1500590
22,1109,1500590
250,383,1500600
594,672,1500600
12,710,1500610
140,1135,1500610
244,834,1500610
439,54,1500610
446,937,1500610
617,1151,1500620
772,842,1500620
12,710,1500620
93,841,1500620
420,1278,1500620
462,0,1500620
481,1166,1500631
497,1018,1500631
529,93,1500631
585,667,1500631
596,243,1500631
140,1135,1500631
152,175,1500631
197,396,1500641
496,372,1500641
594,676,1500641
109,901,1500641
504,107,1500651
545,390,1500651
184,213,1500651
381,1134,1500651
707,1061,1500651
411,134,1500651
748,1093,1500661
389,98,1500661
109,901,1500661
95,247,1500661
504,107,1500661
432,1278,1500661
252,92,1500672
516,240,1500682
95,247,1500692
235,1002,1500692
516,240,1500702
590,662,1500712
411,134,1500723
737,448,1500723
633,136,1500733
299,421,1500733
407,87,1500733
422,128,1500733
95,247,1500733
191,883,1500743
191,1050,1500743
589,661,1500743
479,100,1500743
417,53,1500743
411,134,1500753
265,1243,1500753
341,1262,1500753
487,396,1500764
552,988,1500774
417,53,1500774
512,1131,1500774
607,84,1500774
23,1214,1500774
594,668,1500784
379,1183,1500784
683,363,1500784
411,134,1500784
432,1278,1500794
683,363,1500794
3,1116,1500805
512,1131,1500805
379,1183,1500805
563,667,1500815
470,57,1500815
361,1258,1500815
190,221,1500815
333,431,1500825
632,1151,1500825
252,1227,1500825
400,105,1500825
346,937,1500835
432,1278,1500835
437,107,1500835
770,1070,1500835
240,278,1500835
190,221,1500846
159,13,1500846
333,431,1500856
563,667,1500856
716,282,1500856
610,363,1500856
159,13,1500856
411,134,1500866
556,234,1500866
797,242,1500866
737,448,1500876
119,596,1500876
135,32,1500876
706,34,1500876
411,134,1500887
444,1139,1500887
580,666,1500887
451,810,1500897
486,993,1500897
489,1132,1500897
3,1116,1500897
119,596,1500897
512,1131,1500897
706,34,1500907
594,670,1500907
129,278,1500907
436,58,1500907
618,141,1500907
486,993,1500917
283,470,1500917
451,810,1500917
477,1102,1500928
563,667,1500928
392,519,1500928
436,58,1500928
38,529,1500938
12,927,1500938
742,239,1500938
283,470,1500938
521,209,1500948
547,101,1500948
556,234,1500948
127,1172,1500948
643,816,1500948
543,30,1500958
563,667,1500958
436,58,1500968
489,1132,1500968
543,30,1500968
542,89,1500979
440,56,1500979
436,58,1500989
563,667,1500989
0,398,1500989
403,508,1500989
491,989,1500989
707,1051,1500989
742,239,1500999
756,1055,1500999
440,56,1500999
677,240,1500999
540,99,1501009
407,1279,1501009
755,2,1501009
633,136,1501009
699,993,1501020
407,1277,1501020
491,989,1501020
562,79,1501020
5,695,1501020
540,99,1501030
593,666,1501030
698,246,1501030
554,393,1501030
11,653,1501030
590,675,1501040
702,362,1501040
38,529,1501050
480,988,1501061
590,675,1501061
377,506,1501061
384,394,1501061
491,989,1501061
502,51,1501061
540,99,1501061
599,680,1501071
77,324,1501071
406,104,1501081
299,708,1501081
321,453,1501091
414,122,1501091
578,933,1501102
266,659,1501102
414,122,1501112
512,599,1501112
692,1061,1501112
79,77,1501122
547,988,1501122
191,1050,1501122
264,398,1501122
380,274,1501132
101,257,1501132
547,83,1501132
191,1050,1501143
629,1184,1501143
196,217,1501153
406,104,1501153
564,573,1501163
629,1184,1501163
101,257,1501163
547,83,1501163
380,274,1501173
72,510,1501184
390,1197,1501184
404,389,1501184
33,734,1501194
196,217,1501194
275,385,1501194
564,573,1501204
547,83,1501204
275,385,1501214
436,53,1501214
756,451,1501224
499,187,1501235
436,53,1501235
387,1112,1501245
235,62,1501245
499,1198,1501255
704,449,1501265
753,451,1501265
387,1112,1501265
450,393,1501276
695,1079,1501276
488,327,1501276
384,394,1501296
394,84,1501296
444,989,1501296
574,988,1501296
249,973,1501296
499,1198,1501296
308,1255,1501306
439,395,1501306
594,370,1501317
437,61,1501317
474,51,1501317
448,58,1501327
585,668,1501327
439,395,1501327
594,370,1501337
615,174,1501337
474,51,1501337
475,50,1501337
33,175,1501347
470,991,1501347
408,53,1501347
488,327,1501358
33,175,1501358
270,945,1501358
615,174,1501358
760,447,1501358
695,1079,1501368
725,1013,1501378
478,107,1501378
410,389,1501388
585,668,1501388
759,1106,1501388
62,929,1501388
407,1020,1501399
478,107,1501399
583,664,1501399
206,358,1501409
401,389,1501409
410,389,1501409
725,1013,1501409
732,631,1501409
62,929,1501409
407,1020,1501419
521,124,1501419
397,209,1501419
4,1173,1501419
568,54,1501419
538,51,1501429
457,729,1501429
789,57,1501429
797,242,1501440
206,358,1501440
600,60,1501440
516,240,1501450
538,51,1501450
590,661,1501450
582,667,1501450
617,691,1501450
408,53,1501450
429,127,1501460
776,1096,1501460
374,41,1501460
420,132,1501460
471,989,1501460
516,240,1501460
11,653,1501460
124,415,1501470
178,324,1501470
196,217,1501470
523,205,1501470
533,396,1501470
590,675,1501470
596,1169,1501480
776,1096,1501480
305,365,1501480
571,80,1501480
457,1254,1501480
777,1081,1501480
482,1278,1501491
426,388,1501491
477,1278,1501491
112,948,1501491
355,1225,1501491
165,1220,1501501
590,675,1501501
178,324,1501501
619,754,1501511
89,1103,1501521
3,458,1501521
362,1189,1501521
688,1054,1501532
482,1278,1501532
192,1180,1501532
576,1265,1501532
461,1277,1501542
23,835,1501542
427,1277,1501552
576,1265,1501552
362,1189,1501552
421,390,1501552
528,56,1501562
344,376,1501562
3,458,1501573
469,396,1501573
241,522,1501573
542,1240,1501583
528,56,1501583
228,609,1501583
431,48,1501583
3,458,1501583
241,522,1501593
619,754,1501593
23,835,1501593
590,674,1501593
457,327,1501593
524,322,1501593
542,1240,1501603
593,667,1501603
590,670,1501603
409,495,1501603
745,361,1501603
528,174,1501614
340,1041,1501614
586,1169,1501614
687,352,1501614
457,327,1501624
443,1278,1501624
117,1061,1501634
744,1113,1501634
745,361,1501634
687,352,1501634
591,672,1501644
290,883,1501644
241,1131,1501655
117,1061,1501655
737,1023,1501655
71,1164,1501655
578,663,1501665
332,1132,1501665
491,988,1501665
740,934,1501665
256,973,1501665
548,988,1501675
379,54,1501675
408,84,1501675
427,1277,1501685
539,53,1501696
580,671,1501696
539,53,1501706
442,51,1501706
427,1277,1501716
734,292,1501716
383,328,1501716
759,422,1501726
417,1181,1501726
680,1265,1501736
734,292,1501747
784,362,1501747
289,429,1501757
24,1126,1501757
408,84,1501767
415,55,1501767
734,292,1501767
727,1208,1501767
493,324,1501777
670,1256,1501788
727,1208,1501788
737,1219,1501788
346,937,1501788
408,84,1501798
623,1182,1501798
300,750,1501798
448,395,1501798
265,1243,1501798
493,324,1501798
533,268,1501808
137,651,1501808
384,275,1501808
344,376,1501818
265,1243,1501818
623,1182,1501818
448,395,1501829
585,663,1501829
617,691,1501829
384,275,1501829
304,49,1501829
391,1259,1501839
462,1220,1501839
590,675,1501839
623,248,1501849
226,256,1501849
148,1092,1501849
392,54,1501849
448,395,1501859
329,1118,1501859
321,453,1501859
590,675,1501859
422,53,1501870
321,453,1501880
392,54,1501880
521,56,1501890
407,1278,1501900
593,665,1501900
696,580,1501900
226,256,1501900
51,124,1501911
582,663,1501911
