554,446,900065
550,436,900147
556,432,900229
558,415,900454
557,426,900526
557,446,900597
552,441,900608
557,446,900628
555,440,900771
553,439,900782
556,444,900823
559,445,901007
558,437,901027
557,447,901027
556,447,901160
556,447,901181
558,427,901232
562,429,901283
562,415,901457
562,429,901468
562,415,901478
551,415,901509
556,433,901509
557,445,901601
557,446,901621
559,431,901632
554,434,901642
557,446,901754
550,452,901816
555,421,901857
554,443,901898
556,450,901939
556,450,901959
553,440,902072
559,448,902082
548,442,902195
558,441,902215
548,442,902225
558,449,902236
558,448,902348
560,447,902369
557,438,902379
557,438,902389
546,442,902533
555,452,902594
559,439,902656
559,439,902676
562,429,902778
562,429,902809
558,447,902819
559,439,902840
552,438,902840
562,429,902860
552,438,902860
553,439,902871
558,435,902942
556,450,902952
556,450,902993
553,440,903014
557,446,903106
552,453,903127
557,446,903147
552,453,903147
554,452,903178
558,434,903311
558,451,903311
555,454,903342
555,420,903342
551,443,903362
552,453,903526
557,452,903598
554,438,903700
554,447,903751
552,438,903782
552,438,903833
553,436,903884
551,446,903905
556,452,904048
562,432,904058
562,432,904079
557,455,904079
552,446,904099
553,448,904130
557,438,904202
558,447,904222
552,457,904243
557,441,904273
559,436,904284
559,436,904294
552,457,904304
552,457,904407
545,453,904437
552,457,904448
552,457,904488
551,452,904519
552,457,904519
560,447,904550
552,457,904560
561,427,904611
552,457,904632
561,427,904632
552,457,904693
551,443,904744
551,443,904765
550,458,904806
550,455,904837
553,448,904939
554,443,904970
545,450,904970
557,453,905000
560,426,905021
553,456,905123
555,440,905134
550,461,905175
547,453,905236
558,455,905256
554,447,905267
549,438,905297
554,447,905308
550,450,905349
550,450,905369
549,449,905379
549,449,905431
550,436,905451
558,448,905472
556,453,905512
549,449,905523
555,458,905553
556,439,905574
551,454,905584
559,429,905646
559,429,905656
552,446,905758
551,446,905768
551,446,905789
554,430,905789
554,430,905830
554,430,905902
553,434,905912
554,430,905922
544,456,905932
544,456,905973
550,460,906024
557,445,906076
557,445,906096
555,441,906106
551,443,906127
551,443,906147
557,445,906219
557,445,906229
546,442,906280
558,449,906291
546,442,906301
559,438,906362
558,451,906424
558,445,906455
558,451,906465
554,447,906465
546,453,906557
555,459,906577
559,443,906731
556,444,906741
544,458,906762
556,453,906782
553,462,906792
556,453,906874
552,438,906997
552,438,907048
550,456,907079
556,453,907161
556,453,907202
547,463,907335
551,461,907366
555,461,907397
551,455,907438
559,441,907520
556,453,907560
554,439,907591
551,446,907591
556,453,907601
554,446,907704
556,462,907786
549,449,907868
544,459,907878
549,449,907888
554,464,907888
557,447,907898
555,465,907950
556,453,907950
549,455,908011
559,434,908052
559,434,908062
549,449,908093
557,453,908175
557,437,908226
552,464,908328
554,467,908359
554,463,908369
553,465,908625
557,445,908636
557,445,908656
551,455,908820
543,460,908881
543,460,908912
547,464,908922
547,464,909004
552,465,909117
558,455,909137
558,455,909158
544,461,909219
554,430,909219
551,462,909240
554,430,909260
551,462,909373
551,462,909383
550,465,909414
556,452,909424
551,465,909465
554,452,909475
546,442,909496
546,442,909527
547,468,909537
547,465,909547
546,467,909547
553,464,909608
553,460,909619
556,465,909639
553,464,909670
553,464,909690
550,464,909711
552,441,909783
553,460,909813
